ID;Codice;Configurazione;Tipo_Parete;Montante;Guida;Tipologia_Lastra;Spessore_Lastra_mm;Numero_Lati;Numero_Strati;Spessore_Totale_mm;Peso_kg_mq;Isolamento_Acustico_Rw_dB;Resistenza_Fuoco
913;p_doppia_tripla-c75-fuoco-9.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Antifuoco;9.5;2;3;132;45.8;54;REI 90
914;p_doppia_tripla-c75-fuoco-12.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Antifuoco;12.5;2;3;150;59.3;56;REI 90
915;p_doppia_tripla-c75-fuoco-15;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Antifuoco;15;2;3;165;70.5;58;REI 90
916;p_doppia_tripla-c75-fuoco-18;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Antifuoco;18;2;3;183;84.0;61;REI 90
917;p_doppia_tripla-c75-flex-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Flessibile;6;2;3;111;30.0;51;REI 30
918;p_doppia_tripla-c75-impatto-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Alta resistenza;6;2;3;111;30.0;51;REI 30
919;p_doppia_tripla-c75-impatto-9.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Alta resistenza;9.5;2;3;132;45.8;54;REI 30
920;p_doppia_tripla-c75-impatto-12.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Alta resistenza;12.5;2;3;150;59.3;56;REI 30
921;p_doppia_tripla-c75-impatto-15;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Alta resistenza;15;2;3;165;70.5;58;REI 30
922;p_doppia_tripla-c75-impatto-18;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Alta resistenza;18;2;3;183;84.0;61;REI 30
923;p_doppia_tripla-c75-fibra-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fibrorinforzata;6;2;3;111;30.0;51;REI 30
924;p_doppia_tripla-c75-fibra-9.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fibrorinforzata;9.5;2;3;132;45.8;54;REI 30
925;p_doppia_tripla-c75-fibra-12.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fibrorinforzata;12.5;2;3;150;59.3;56;REI 30
926;p_doppia_tripla-c75-fibra-15;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fibrorinforzata;15;2;3;165;70.5;58;REI 30
927;p_doppia_tripla-c75-fibra-18;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fibrorinforzata;18;2;3;183;84.0;61;REI 30
928;p_doppia_tripla-c75-combi-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Combinata;6;2;3;111;30.0;51;REI 90
929;p_doppia_tripla-c75-combi-9.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Combinata;9.5;2;3;132;45.8;54;REI 90
930;p_doppia_tripla-c75-combi-12.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Combinata;12.5;2;3;150;59.3;56;REI 90
931;p_doppia_tripla-c75-combi-15;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Combinata;15;2;3;165;70.5;58;REI 90
932;p_doppia_tripla-c75-combi-18;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Combinata;18;2;3;183;84.0;61;REI 90
933;p_doppia_tripla-c100-std-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Standard;6;2;3;136;30.0;55;REI 30
934;p_doppia_tripla-c100-std-9.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Standard;9.5;2;3;157;45.8;58;REI 30
935;p_doppia_tripla-c100-std-12.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Standard;12.5;2;3;175;59.3;60;REI 30
936;p_doppia_tripla-c100-std-15;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Standard;15;2;3;190;70.5;62;REI 30
937;p_doppia_tripla-c100-std-18;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Standard;18;2;3;208;84.0;64;REI 30
938;p_doppia_tripla-c100-h2o-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Idrofuga;6;2;3;136;30.0;55;REI 30
939;p_doppia_tripla-c100-h2o-9.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Idrofuga;9.5;2;3;157;45.8;58;REI 30
940;p_doppia_tripla-c100-h2o-12.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Idrofuga;12.5;2;3;175;59.3;60;REI 30
941;p_doppia_tripla-c100-h2o-15;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Idrofuga;15;2;3;190;70.5;62;REI 30
942;p_doppia_tripla-c100-h2o-18;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Idrofuga;18;2;3;208;84.0;64;REI 30
943;p_doppia_tripla-c100-fono-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fonoisolante;6;2;3;136;30.0;60;REI 30
944;p_doppia_tripla-c100-fono-9.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fonoisolante;9.5;2;3;157;45.8;63;REI 30
945;p_doppia_tripla-c100-fono-12.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fonoisolante;12.5;2;3;175;59.3;65;REI 30
946;p_doppia_tripla-c100-fono-15;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fonoisolante;15;2;3;190;70.5;67;REI 30
947;p_doppia_tripla-c100-fono-18;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fonoisolante;18;2;3;208;84.0;69;REI 30
948;p_doppia_tripla-c100-fuoco-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Antifuoco;6;2;3;136;30.0;55;REI 90
949;p_doppia_tripla-c100-fuoco-9.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Antifuoco;9.5;2;3;157;45.8;58;REI 90
950;p_doppia_tripla-c100-fuoco-12.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Antifuoco;12.5;2;3;175;59.3;60;REI 90
951;p_doppia_tripla-c100-fuoco-15;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Antifuoco;15;2;3;190;70.5;62;REI 90
952;p_doppia_tripla-c100-fuoco-18;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Antifuoco;18;2;3;208;84.0;64;REI 90
953;p_doppia_tripla-c100-flex-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Flessibile;6;2;3;136;30.0;55;REI 30
954;p_doppia_tripla-c100-impatto-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Alta resistenza;6;2;3;136;30.0;55;REI 30
955;p_doppia_tripla-c100-impatto-9.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Alta resistenza;9.5;2;3;157;45.8;58;REI 30
956;p_doppia_tripla-c100-impatto-12.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Alta resistenza;12.5;2;3;175;59.3;60;REI 30
957;p_doppia_tripla-c100-impatto-15;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Alta resistenza;15;2;3;190;70.5;62;REI 30
958;p_doppia_tripla-c100-impatto-18;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Alta resistenza;18;2;3;208;84.0;64;REI 30
959;p_doppia_tripla-c100-fibra-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fibrorinforzata;6;2;3;136;30.0;55;REI 30
960;p_doppia_tripla-c100-fibra-9.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fibrorinforzata;9.5;2;3;157;45.8;58;REI 30
961;p_doppia_tripla-c100-fibra-12.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fibrorinforzata;12.5;2;3;175;59.3;60;REI 30
962;p_doppia_tripla-c100-fibra-15;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fibrorinforzata;15;2;3;190;70.5;62;REI 30
963;p_doppia_tripla-c100-fibra-18;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Fibrorinforzata;18;2;3;208;84.0;64;REI 30
964;p_doppia_tripla-c100-combi-6;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Combinata;6;2;3;136;30.0;55;REI 90
965;p_doppia_tripla-c100-combi-9.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Combinata;9.5;2;3;157;45.8;58;REI 90
966;p_doppia_tripla-c100-combi-12.5;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Combinata;12.5;2;3;175;59.3;60;REI 90
967;p_doppia_tripla-c100-combi-15;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Combinata;15;2;3;190;70.5;62;REI 90
968;p_doppia_tripla-c100-combi-18;Parete Doppia Lastra Tripla;Parete;C 100/50;U 100/40;Combinata;18;2;3;208;84.0;64;REI 90
969;p_doppia_tripla-c125-std-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Standard;6;2;3;161;30.0;59;REI 30
970;p_doppia_tripla-c125-std-9.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Standard;9.5;2;3;182;45.8;61;REI 30
971;p_doppia_tripla-c125-std-12.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Standard;12.5;2;3;200;59.3;64;REI 30
972;p_doppia_tripla-c125-std-15;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Standard;15;2;3;215;70.5;66;REI 30
973;p_doppia_tripla-c125-std-18;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Standard;18;2;3;233;84.0;68;REI 30
974;p_doppia_tripla-c125-h2o-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Idrofuga;6;2;3;161;30.0;59;REI 30
975;p_doppia_tripla-c125-h2o-9.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Idrofuga;9.5;2;3;182;45.8;61;REI 30
976;p_doppia_tripla-c125-h2o-12.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Idrofuga;12.5;2;3;200;59.3;64;REI 30
977;p_doppia_tripla-c125-h2o-15;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Idrofuga;15;2;3;215;70.5;66;REI 30
978;p_doppia_tripla-c125-h2o-18;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Idrofuga;18;2;3;233;84.0;68;REI 30
979;p_doppia_tripla-c125-fono-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fonoisolante;6;2;3;161;30.0;64;REI 30
980;p_doppia_tripla-c125-fono-9.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fonoisolante;9.5;2;3;182;45.8;66;REI 30
981;p_doppia_tripla-c125-fono-12.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fonoisolante;12.5;2;3;200;59.3;69;REI 30
982;p_doppia_tripla-c125-fono-15;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fonoisolante;15;2;3;215;70.5;71;REI 30
983;p_doppia_tripla-c125-fono-18;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fonoisolante;18;2;3;233;84.0;73;REI 30
984;p_doppia_tripla-c125-fuoco-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Antifuoco;6;2;3;161;30.0;59;REI 90
985;p_doppia_tripla-c125-fuoco-9.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Antifuoco;9.5;2;3;182;45.8;61;REI 90
986;p_doppia_tripla-c125-fuoco-12.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Antifuoco;12.5;2;3;200;59.3;64;REI 90
987;p_doppia_tripla-c125-fuoco-15;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Antifuoco;15;2;3;215;70.5;66;REI 90
988;p_doppia_tripla-c125-fuoco-18;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Antifuoco;18;2;3;233;84.0;68;REI 90
989;p_doppia_tripla-c125-flex-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Flessibile;6;2;3;161;30.0;59;REI 30
990;p_doppia_tripla-c125-impatto-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Alta resistenza;6;2;3;161;30.0;59;REI 30
991;p_doppia_tripla-c125-impatto-9.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Alta resistenza;9.5;2;3;182;45.8;61;REI 30
992;p_doppia_tripla-c125-impatto-12.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Alta resistenza;12.5;2;3;200;59.3;64;REI 30
993;p_doppia_tripla-c125-impatto-15;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Alta resistenza;15;2;3;215;70.5;66;REI 30
994;p_doppia_tripla-c125-impatto-18;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Alta resistenza;18;2;3;233;84.0;68;REI 30
995;p_doppia_tripla-c125-fibra-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fibrorinforzata;6;2;3;161;30.0;59;REI 30
996;p_doppia_tripla-c125-fibra-9.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fibrorinforzata;9.5;2;3;182;45.8;61;REI 30
997;p_doppia_tripla-c125-fibra-12.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fibrorinforzata;12.5;2;3;200;59.3;64;REI 30
998;p_doppia_tripla-c125-fibra-15;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fibrorinforzata;15;2;3;215;70.5;66;REI 30
999;p_doppia_tripla-c125-fibra-18;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Fibrorinforzata;18;2;3;233;84.0;68;REI 30
1000;p_doppia_tripla-c125-combi-6;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Combinata;6;2;3;161;30.0;59;REI 90
1001;p_doppia_tripla-c125-combi-9.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Combinata;9.5;2;3;182;45.8;61;REI 90
1002;p_doppia_tripla-c125-combi-12.5;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Combinata;12.5;2;3;200;59.3;64;REI 90
1003;p_doppia_tripla-c125-combi-15;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Combinata;15;2;3;215;70.5;66;REI 90
1004;p_doppia_tripla-c125-combi-18;Parete Doppia Lastra Tripla;Parete;C 125/50;U 125/40;Combinata;18;2;3;233;84.0;68;REI 90
1005;p_doppia_tripla-c150-std-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Standard;6;2;3;186;30.0;62;REI 30
1006;p_doppia_tripla-c150-std-9.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Standard;9.5;2;3;207;45.8;65;REI 30
1007;p_doppia_tripla-c150-std-12.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Standard;12.5;2;3;225;59.3;68;REI 30
1008;p_doppia_tripla-c150-std-15;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Standard;15;2;3;240;70.5;70;REI 30
1009;p_doppia_tripla-c150-std-18;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Standard;18;2;3;258;84.0;72;REI 30
1010;p_doppia_tripla-c150-h2o-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Idrofuga;6;2;3;186;30.0;62;REI 30
1011;p_doppia_tripla-c150-h2o-9.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Idrofuga;9.5;2;3;207;45.8;65;REI 30
1012;p_doppia_tripla-c150-h2o-12.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Idrofuga;12.5;2;3;225;59.3;68;REI 30
1013;p_doppia_tripla-c150-h2o-15;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Idrofuga;15;2;3;240;70.5;70;REI 30
1014;p_doppia_tripla-c150-h2o-18;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Idrofuga;18;2;3;258;84.0;72;REI 30
1015;p_doppia_tripla-c150-fono-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fonoisolante;6;2;3;186;30.0;67;REI 30
1016;p_doppia_tripla-c150-fono-9.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fonoisolante;9.5;2;3;207;45.8;70;REI 30
1017;p_doppia_tripla-c150-fono-12.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fonoisolante;12.5;2;3;225;59.3;73;REI 30
1018;p_doppia_tripla-c150-fono-15;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fonoisolante;15;2;3;240;70.5;75;REI 30
1019;p_doppia_tripla-c150-fono-18;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fonoisolante;18;2;3;258;84.0;77;REI 30
1020;p_doppia_tripla-c150-fuoco-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Antifuoco;6;2;3;186;30.0;62;REI 90
1021;p_doppia_tripla-c150-fuoco-9.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Antifuoco;9.5;2;3;207;45.8;65;REI 90
1022;p_doppia_tripla-c150-fuoco-12.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Antifuoco;12.5;2;3;225;59.3;68;REI 90
1023;p_doppia_tripla-c150-fuoco-15;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Antifuoco;15;2;3;240;70.5;70;REI 90
1024;p_doppia_tripla-c150-fuoco-18;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Antifuoco;18;2;3;258;84.0;72;REI 90
1025;p_doppia_tripla-c150-flex-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Flessibile;6;2;3;186;30.0;62;REI 30
1026;p_doppia_tripla-c150-impatto-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Alta resistenza;6;2;3;186;30.0;62;REI 30
1027;p_doppia_tripla-c150-impatto-9.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Alta resistenza;9.5;2;3;207;45.8;65;REI 30
1028;p_doppia_tripla-c150-impatto-12.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Alta resistenza;12.5;2;3;225;59.3;68;REI 30
1029;p_doppia_tripla-c150-impatto-15;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Alta resistenza;15;2;3;240;70.5;70;REI 30
1030;p_doppia_tripla-c150-impatto-18;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Alta resistenza;18;2;3;258;84.0;72;REI 30
1031;p_doppia_tripla-c150-fibra-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fibrorinforzata;6;2;3;186;30.0;62;REI 30
1032;p_doppia_tripla-c150-fibra-9.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fibrorinforzata;9.5;2;3;207;45.8;65;REI 30
1033;p_doppia_tripla-c150-fibra-12.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fibrorinforzata;12.5;2;3;225;59.3;68;REI 30
1034;p_doppia_tripla-c150-fibra-15;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fibrorinforzata;15;2;3;240;70.5;70;REI 30
1035;p_doppia_tripla-c150-fibra-18;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Fibrorinforzata;18;2;3;258;84.0;72;REI 30
1036;p_doppia_tripla-c150-combi-6;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Combinata;6;2;3;186;30.0;62;REI 90
1037;p_doppia_tripla-c150-combi-9.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Combinata;9.5;2;3;207;45.8;65;REI 90
1038;p_doppia_tripla-c150-combi-12.5;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Combinata;12.5;2;3;225;59.3;68;REI 90
1039;p_doppia_tripla-c150-combi-15;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Combinata;15;2;3;240;70.5;70;REI 90
1040;p_doppia_tripla-c150-combi-18;Parete Doppia Lastra Tripla;Parete;C 150/50;U 150/40;Combinata;18;2;3;258;84.0;72;REI 90
1041;cp_singola-c50-std-6;Controparete Singola;Controparete;C 50/50;U 50/40;Standard;6;1;1;56;7.5;42;REI 30
1042;cp_singola-c50-std-9.5;Controparete Singola;Controparete;C 50/50;U 50/40;Standard;9.5;1;1;59.5;10.1;45;REI 30
1043;cp_singola-c50-std-12.5;Controparete Singola;Controparete;C 50/50;U 50/40;Standard;12.5;1;1;62.5;12.4;48;REI 30
1044;cp_singola-c50-std-15;Controparete Singola;Controparete;C 50/50;U 50/40;Standard;15;1;1;65;14.3;50;REI 30
1045;cp_singola-c50-std-18;Controparete Singola;Controparete;C 50/50;U 50/40;Standard;18;1;1;68;16.5;52;REI 30
1046;cp_singola-c50-std-25;Controparete Singola;Controparete;C 50/50;U 50/40;Standard;25;1;1;75;21.8;58;REI 30
1047;cp_singola-c50-h2o-6;Controparete Singola;Controparete;C 50/50;U 50/40;Idrofuga;6;1;1;56;7.5;42;REI 30
1048;cp_singola-c50-h2o-9.5;Controparete Singola;Controparete;C 50/50;U 50/40;Idrofuga;9.5;1;1;59.5;10.1;45;REI 30
1049;cp_singola-c50-h2o-12.5;Controparete Singola;Controparete;C 50/50;U 50/40;Idrofuga;12.5;1;1;62.5;12.4;48;REI 30
1050;cp_singola-c50-h2o-15;Controparete Singola;Controparete;C 50/50;U 50/40;Idrofuga;15;1;1;65;14.3;50;REI 30
1051;cp_singola-c50-h2o-18;Controparete Singola;Controparete;C 50/50;U 50/40;Idrofuga;18;1;1;68;16.5;52;REI 30
1052;cp_singola-c50-h2o-25;Controparete Singola;Controparete;C 50/50;U 50/40;Idrofuga;25;1;1;75;21.8;58;REI 30
1053;cp_singola-c50-fono-6;Controparete Singola;Controparete;C 50/50;U 50/40;Fonoisolante;6;1;1;56;7.5;47;REI 30
1054;cp_singola-c50-fono-9.5;Controparete Singola;Controparete;C 50/50;U 50/40;Fonoisolante;9.5;1;1;59.5;10.1;50;REI 30
1055;cp_singola-c50-fono-12.5;Controparete Singola;Controparete;C 50/50;U 50/40;Fonoisolante;12.5;1;1;62.5;12.4;53;REI 30
1056;cp_singola-c50-fono-15;Controparete Singola;Controparete;C 50/50;U 50/40;Fonoisolante;15;1;1;65;14.3;55;REI 30
1057;cp_singola-c50-fono-18;Controparete Singola;Controparete;C 50/50;U 50/40;Fonoisolante;18;1;1;68;16.5;57;REI 30
1058;cp_singola-c50-fono-25;Controparete Singola;Controparete;C 50/50;U 50/40;Fonoisolante;25;1;1;75;21.8;63;REI 30
1059;cp_singola-c50-fuoco-6;Controparete Singola;Controparete;C 50/50;U 50/40;Antifuoco;6;1;1;56;7.5;42;REI 45
1060;cp_singola-c50-fuoco-9.5;Controparete Singola;Controparete;C 50/50;U 50/40;Antifuoco;9.5;1;1;59.5;10.1;45;REI 45
1061;cp_singola-c50-fuoco-12.5;Controparete Singola;Controparete;C 50/50;U 50/40;Antifuoco;12.5;1;1;62.5;12.4;48;REI 45
1062;cp_singola-c50-fuoco-15;Controparete Singola;Controparete;C 50/50;U 50/40;Antifuoco;15;1;1;65;14.3;50;REI 60
1063;cp_singola-c50-fuoco-18;Controparete Singola;Controparete;C 50/50;U 50/40;Antifuoco;18;1;1;68;16.5;52;REI 60
1064;cp_singola-c50-fuoco-25;Controparete Singola;Controparete;C 50/50;U 50/40;Antifuoco;25;1;1;75;21.8;58;REI 60
1065;cp_singola-c50-flex-6;Controparete Singola;Controparete;C 50/50;U 50/40;Flessibile;6;1;1;56;7.5;42;REI 30
1066;cp_singola-c50-impatto-6;Controparete Singola;Controparete;C 50/50;U 50/40;Alta resistenza;6;1;1;56;7.5;42;REI 30
1067;cp_singola-c50-impatto-9.5;Controparete Singola;Controparete;C 50/50;U 50/40;Alta resistenza;9.5;1;1;59.5;10.1;45;REI 30
1068;cp_singola-c50-impatto-12.5;Controparete Singola;Controparete;C 50/50;U 50/40;Alta resistenza;12.5;1;1;62.5;12.4;48;REI 30
1069;cp_singola-c50-impatto-15;Controparete Singola;Controparete;C 50/50;U 50/40;Alta resistenza;15;1;1;65;14.3;50;REI 30
1070;cp_singola-c50-impatto-18;Controparete Singola;Controparete;C 50/50;U 50/40;Alta resistenza;18;1;1;68;16.5;52;REI 30
1071;cp_singola-c50-impatto-25;Controparete Singola;Controparete;C 50/50;U 50/40;Alta resistenza;25;1;1;75;21.8;58;REI 30
1072;cp_singola-c50-fibra-6;Controparete Singola;Controparete;C 50/50;U 50/40;Fibrorinforzata;6;1;1;56;7.5;42;REI 30
1073;cp_singola-c50-fibra-9.5;Controparete Singola;Controparete;C 50/50;U 50/40;Fibrorinforzata;9.5;1;1;59.5;10.1;45;REI 30
1074;cp_singola-c50-fibra-12.5;Controparete Singola;Controparete;C 50/50;U 50/40;Fibrorinforzata;12.5;1;1;62.5;12.4;48;REI 30
1075;cp_singola-c50-fibra-15;Controparete Singola;Controparete;C 50/50;U 50/40;Fibrorinforzata;15;1;1;65;14.3;50;REI 30
1076;cp_singola-c50-fibra-18;Controparete Singola;Controparete;C 50/50;U 50/40;Fibrorinforzata;18;1;1;68;16.5;52;REI 30
1077;cp_singola-c50-fibra-25;Controparete Singola;Controparete;C 50/50;U 50/40;Fibrorinforzata;25;1;1;75;21.8;58;REI 30
1078;cp_singola-c50-combi-6;Controparete Singola;Controparete;C 50/50;U 50/40;Combinata;6;1;1;56;7.5;42;REI 45
1079;cp_singola-c50-combi-9.5;Controparete Singola;Controparete;C 50/50;U 50/40;Combinata;9.5;1;1;59.5;10.1;45;REI 45
1080;cp_singola-c50-combi-12.5;Controparete Singola;Controparete;C 50/50;U 50/40;Combinata;12.5;1;1;62.5;12.4;48;REI 45
1081;cp_singola-c50-combi-15;Controparete Singola;Controparete;C 50/50;U 50/40;Combinata;15;1;1;65;14.3;50;REI 60
1082;cp_singola-c50-combi-18;Controparete Singola;Controparete;C 50/50;U 50/40;Combinata;18;1;1;68;16.5;52;REI 60
1083;cp_singola-c50-combi-25;Controparete Singola;Controparete;C 50/50;U 50/40;Combinata;25;1;1;75;21.8;58;REI 60
1084;cp_singola-c75-std-6;Controparete Singola;Controparete;C 75/50;U 75/40;Standard;6;1;1;81;7.5;46;REI 30
1085;cp_singola-c75-std-9.5;Controparete Singola;Controparete;C 75/50;U 75/40;Standard;9.5;1;1;84.5;10.1;49;REI 30
1086;cp_singola-c75-std-12.5;Controparete Singola;Controparete;C 75/50;U 75/40;Standard;12.5;1;1;87.5;12.4;51;REI 30
1087;cp_singola-c75-std-15;Controparete Singola;Controparete;C 75/50;U 75/40;Standard;15;1;1;90;14.3;53;REI 30
1088;cp_singola-c75-std-18;Controparete Singola;Controparete;C 75/50;U 75/40;Standard;18;1;1;93;16.5;56;REI 30
1089;cp_singola-c75-std-25;Controparete Singola;Controparete;C 75/50;U 75/40;Standard;25;1;1;100;21.8;61;REI 30
1090;cp_singola-c75-h2o-6;Controparete Singola;Controparete;C 75/50;U 75/40;Idrofuga;6;1;1;81;7.5;46;REI 30
